FIPS,County,City,Year,Estimate,Primary Point
1934995,Mills,Hastings,July 01 2013,150,POINT (-95.4948278 41.0250884)
1937290,Sioux,Hospers,July 01 2019,696,POINT (-95.903694 43.0725353)
1915060,Jasper,Colfax,April 01 2010,2093,POINT (-93.240454 41.676085)
1978735,Tama,Traer,July 01 2018,1604,POINT (-92.4641603 42.1907351)
1972345,Boone,Sheldahl (pt.),April 01 2010,29,POINT (-93.6967164 41.8642901)
1935445,Keokuk,Hayesville,July 01 2019,49,POINT (-92.2476997 41.2647098)
1956685,Muscatine,Nichols,July 01 2022,320,POINT (-91.307943 41.4796928)
1908290,Carroll,Breda,July 01 2024,492,POINT (-94.9750461 42.183967)
1977520,Dickinson,Terril,July 01 2018,339,POINT (-94.9689637 43.3058467)
1945255,Tama,Lincoln,July 01 2011,161,POINT (-92.6913872 42.2634642)
1948855,Crawford,Manilla,July 01 2015,777,POINT (-95.2345611 41.8923087)
1943905,Woodbury,Lawton,July 01 2012,930,POINT (-96.1851089 42.4769168)
1935130,Pocahontas,Havelock,July 01 2017,129,POINT (-94.7008548 42.8331095)
1982020,Sac,Wall Lake,July 01 2024,739,POINT (-95.0927786 42.267186)
1979185,Monona,Turin,July 01 2012,66,POINT (-95.9660243 42.020857)
1999990,Howard,Balance of Howard County,July 01 2013,3883,
1939405,Bremer,Janesville (pt.),July 01 2014,833,POINT (-92.4629269 42.6458874)
1933240,Emmet,Gruver,July 01 2022,63,POINT (-94.703558 43.3931285)
1924915,Montgomery,Elliott,July 01 2019,318,POINT (-95.1628646 41.1493673)
1979545,Hardin,Union,July 01 2023,381,POINT (-93.0626769 42.2435351)
1940980,Washington,Keota (pt.),July 01 2015,0,POINT (-91.953364 41.3654267)
1947460,Dubuque,Luxemburg,July 01 2013,245,POINT (-91.0725831 42.6040308)
1940395,Story,Kelley,July 01 2018,300,POINT (-93.6654994 41.9508068)
1981705,Scott,Walcott (pt.),July 01 2021,1550,POINT (-90.771914 41.5865454)
1964605,Jackson,Preston,April 01 2020,949,POINT (-90.3973609 42.0490456)
1934635,Osceola,Harris,July 01 2016,162,POINT (-95.4370934 43.4435137)
1972390,Sioux,Sheldon (pt.),July 01 2016,173,POINT (-95.8440092 43.1796213)
1953490,Poweshiek,Montezuma,April 01 2020,1442,POINT (-92.5273821 41.5833762)
1982740,Allamakee,Waukon,July 01 2014,3770,POINT (-91.4781367 43.2683975)
1966360,Buena Vista,Rembrandt,July 01 2018,198,POINT (-95.1656104 42.8257187)
1981840,Benton,Walford (pt.),April 01 2010,1081,POINT (-91.8305169 41.8796623)
1986970,Boone,Woodward (pt.),April 01 2020,338,POINT (-93.9208014 41.8522961)
1963750,Marion,Pleasantville,July 01 2017,1661,POINT (-93.272777 41.3864748)
1999990,Dubuque,Balance of Dubuque County,July 01 2012,19055,
1976260,Bremer,Sumner (pt.),July 01 2024,2021,POINT (-92.0974233 42.8494642)
1966000,Ringgold,Redding,July 01 2017,80,POINT (-94.3862876 40.6068297)
1950385,Sioux,Matlock,July 01 2015,90,POINT (-95.9345034 43.2443282)
1961590,Butler,Parkersburg,July 01 2017,1944,POINT (-92.7787946 42.5740001)
1999990,Appanoose,Balance of Appanoose County,April 01 2020,4617,
1987240,Jones,Wyoming,July 01 2023,528,POINT (-91.0051028 42.0597168)
1999990,Osceola,Balance of Osceola County,July 01 2013,2253,
1947370,Kossuth,Lu Verne (pt.),July 01 2015,219,POINT (-94.0836262 42.9092283)
1973065,Fremont,Sidney,July 01 2018,1042,POINT (-95.6442994 40.7459494)
1907930,Page,Braddyville,July 01 2024,142,POINT (-95.0311862 40.5806312)
1944355,Winnebago,Leland,July 01 2011,286,POINT (-93.6350977 43.3318155)
1949350,Cherokee,Marcus,July 01 2022,1051,POINT (-95.8068149 42.8223959)
1943680,Marshall,Laurel,July 01 2018,235,POINT (-92.922164 41.884062)
1999990,Winneshiek,Balance of Winneshiek County,July 01 2024,9281,
1963885,Cerro Gordo,Plymouth,July 01 2015,369,POINT (-93.1232438 43.2464338)
1937155,Delaware,Hopkinton,July 01 2018,596,POINT (-91.248661 42.3431218)
1977520,Dickinson,Terril,July 01 2021,332,POINT (-94.9689637 43.3058467)
1939585,Buchanan,Jesup (pt.),July 01 2011,2428,POINT (-92.0659027 42.4744701)
1955785,Allamakee,New Albin,July 01 2016,508,POINT (-91.2881574 43.4969803)
1905905,Ringgold,Benton,July 01 2013,41,POINT (-94.3611955 40.704075)
1999990,Lee,Balance of Lee County,July 01 2014,10655,
1974055,Keokuk,South English,July 01 2021,199,POINT (-92.090512 41.4520828)
1999990,Washington,Balance of Washington County,July 01 2017,8221,
1948495,Harrison,Magnolia,July 01 2018,176,POINT (-95.8741284 41.6921843)
1943005,Buchanan,Lamont,July 01 2021,433,POINT (-91.6404271 42.5985649)
1982380,Cherokee,Washta,July 01 2013,242,POINT (-95.7201752 42.5756045)
1955335,Floyd,Nashua (pt.),July 01 2018,2,POINT (-92.5417304 42.950168)
1999990,Taylor,Balance of Taylor County,July 01 2022,2009,
1999990,Clayton,Balance of Clayton County,July 01 2014,8121,
1908470,Washington,Brighton,July 01 2014,656,POINT (-91.8212009 41.1746979)
1968520,Pocahontas,Rolfe,July 01 2021,508,POINT (-94.5313396 42.8129005)
1963750,Marion,Pleasantville,July 01 2016,1672,POINT (-93.272777 41.3864748)
1942285,Warren,Lacona,July 01 2016,350,POINT (-93.3849697 41.1899087)
1925095,Howard,Elma,April 01 2020,505,POINT (-92.4393341 43.2458725)
1986970,Boone,Woodward (pt.),July 01 2021,340,POINT (-93.9208014 41.8522961)
1901270,Wayne,Allerton,July 01 2013,502,POINT (-93.3689153 40.7076938)
1923475,Sac,Early,July 01 2024,571,POINT (-95.1523842 42.4614169)
1973515,Story,Slater (pt.),July 01 2021,1561,POINT (-93.686299 41.8792234)
1999990,Louisa,Balance of Louisa County,July 01 2019,4682,
1961320,Guthrie,Panora,July 01 2017,1071,POINT (-94.3637004 41.6910202)
1908200,Audubon,Brayton,July 01 2023,140,POINT (-94.9303482 41.5448041)
1999990,Dickinson,Balance of Dickinson County,July 01 2015,4116,
1999990,Sioux,Balance of Sioux County,July 01 2019,8334,
1984765,Fayette,West Union,July 01 2012,2471,POINT (-91.8132 42.9588918)
1909820,Clinton,Calamus,July 01 2011,437,POINT (-90.7600146 41.8264945)
1978195,Ringgold,Tingley,July 01 2012,179,POINT (-94.195803 40.852747)
1962130,Dubuque,Peosta,July 01 2012,1494,POINT (-90.8475209 42.447383)
1961770,Iowa,Parnell,July 01 2014,203,POINT (-92.0045582 41.583661)
1966540,Marshall,Rhodes,July 01 2021,267,POINT (-93.1836907 41.9278263)
1957045,Page,Northboro,July 01 2021,53,POINT (-95.2936381 40.6080172)
1912495,Linn,Central City,July 01 2019,1296,POINT (-91.5244676 42.2037451)
1901495,Buena Vista,Alta,April 01 2010,1883,POINT (-95.3045104 42.6716795)
1919765,Crawford,Deloit,July 01 2021,243,POINT (-95.3174643 42.0971421)
1983595,Johnson,West Branch (pt.),July 01 2016,99,POINT (-91.3406612 41.6627654)
1910450,Van Buren,Cantril,July 01 2023,225,POINT (-92.0684662 40.6428412)
1999990,Mahaska,Balance of Mahaska County,July 01 2017,6902,
1902935,Emmet,Armstrong,July 01 2015,882,POINT (-94.4832066 43.3944094)
1921225,Dallas,Dexter,July 01 2014,622,POINT (-94.2276214 41.5153845)
1948000,Clayton,McGregor,July 01 2024,725,POINT (-91.1820936 43.0244127)
1909145,Crawford,Buck Grove,July 01 2021,31,POINT (-95.3951051 41.9178251)
1914970,Page,Coin,July 01 2015,180,POINT (-95.2348731 40.6560633)
1926940,Webster,Farnhamville (pt.),July 01 2024,0,POINT (-94.407793 42.2767837)
1949350,Cherokee,Marcus,April 01 2020,1079,POINT (-95.8068149 42.8223959)
1927975,Davis,Floris,April 01 2020,116,POINT (-92.3322763 40.8639326)
1932070,Decatur,Grand River,July 01 2018,215,POINT (-93.9633868 40.8189407)
1924645,Fayette,Elgin,July 01 2013,662,POINT (-91.6355924 42.9553694)
1973155,Mills,Silver City,July 01 2021,242,POINT (-95.6378733 41.1113884)
1921720,Scott,Donahue,July 01 2011,360,POINT (-90.6746301 41.6915346)
1913350,Greene,Churdan,July 01 2019,364,POINT (-94.4786263 42.1538724)
1938415,Lyon,Inwood,July 01 2022,944,POINT (-96.4350789 43.3092965)
1932970,Clay,Greenville,July 01 2011,74,POINT (-95.1461167 43.0169781)
1980805,Iowa,Victor (pt.),July 01 2017,759,POINT (-92.2947426 41.7307354)
1941070,Keokuk,Keswick,July 01 2015,238,POINT (-92.2382166 41.4546646)
1953760,Lee,Montrose,July 01 2015,810,POINT (-91.4165412 40.526117)
1900955,Marshall,Albion,July 01 2011,513,POINT (-92.9887407 42.1125257)
1943905,Woodbury,Lawton,July 01 2016,964,POINT (-96.1851089 42.4769168)
1956460,Mahaska,New Sharon,July 01 2016,1284,POINT (-92.6509239 41.4701036)
1903475,Benton,Atkins,July 01 2024,2168,POINT (-91.8585601 41.9942458)
1983325,Grundy,Wellsburg,July 01 2022,715,POINT (-92.9265689 42.4338465)
1955335,Floyd,Nashua (pt.),July 01 2011,2,POINT (-92.5417304 42.950168)
1999990,Dallas,Balance of Dallas County,July 01 2024,11080,
1907210,Humboldt,Bode,July 01 2021,304,POINT (-94.2862417 42.868027)
1921180,Clinton,De Witt,July 01 2016,5194,POINT (-90.5438894 41.8224214)
1986700,Hancock,Woden,July 01 2021,186,POINT (-93.9114238 43.2307878)
1965640,Fremont,Randolph,July 01 2013,156,POINT (-95.5647251 40.8734345)
1967035,Winneshiek,Ridgeway,July 01 2021,268,POINT (-91.9926366 43.2988771)
1938460,Chickasaw,Ionia,July 01 2012,286,POINT (-92.4584186 43.0360537)
1903340,Crawford,Aspinwall,April 01 2010,40,POINT (-95.1349612 41.9105489)
1968295,Calhoun,Rockwell City,July 01 2011,2190,POINT (-94.6289164 42.3981318)
1974505,Jackson,Springbrook,July 01 2018,143,POINT (-90.479117 42.1655919)
1940215,Hamilton,Kamrar,July 01 2024,178,POINT (-93.7279798 42.3896833)
1999990,Shelby,Balance of Shelby County,July 01 2016,3911,
1935445,Keokuk,Hayesville,July 01 2021,44,POINT (-92.2476997 41.2647098)
1948585,Palo Alto,Mallard,July 01 2018,261,POINT (-94.6831596 42.9393896)
1999990,Story,Balance of Story County,July 01 2022,9246,
1966000,Ringgold,Redding,July 01 2016,79,POINT (-94.3862876 40.6068297)
1972840,Johnson,Shueyville,July 01 2022,730,POINT (-91.6521789 41.8465835)
1922620,Butler,Dumont,July 01 2011,636,POINT (-92.9735076 42.7521928)
1954120,Louisa,Morning Sun,July 01 2022,734,POINT (-91.2505611 41.0941736)
1905365,Taylor,Bedford,July 01 2016,1413,POINT (-94.7240366 40.6711504)
1979950,Polk,Urbandale (pt.),July 01 2023,34640,POINT (-93.7813726 41.6390015)
1915645,Muscatine,Conesville,July 01 2012,432,POINT (-91.3485847 41.3796772)
1933060,Dallas,Grimes (pt.),July 01 2016,14,POINT (-93.7945972 41.6775439)
1972210,Franklin,Sheffield,July 01 2015,1138,POINT (-93.208697 42.8928802)
1940845,Lee,Keokuk,July 01 2017,10340,POINT (-91.403029 40.4095595)
1980130,Crawford,Vail,July 01 2013,441,POINT (-95.2003198 42.0598224)
1999990,Des Moines,Balance of Des Moines County,July 01 2021,8616,
1905050,Mahaska,Beacon,April 01 2020,445,POINT (-92.681397 41.2746235)
1904915,Jasper,Baxter,July 01 2015,1106,POINT (-93.1524552 41.8252003)
1934005,Pottawattamie,Hancock,July 01 2024,199,POINT (-95.3636607 41.3921947)
1963885,Cerro Gordo,Plymouth,July 01 2018,363,POINT (-93.1232438 43.2464338)
1978735,Tama,Traer,July 01 2016,1641,POINT (-92.4641603 42.1907351)
1905680,Wright,Belmond,July 01 2023,2413,POINT (-93.6084501 42.8465738)
1961050,Pocahontas,Palmer,July 01 2019,149,POINT (-94.5984729 42.6298621)
1971940,Union,Shannon City (pt.),April 01 2020,67,POINT (-94.2638596 40.8992002)
1947460,Dubuque,Luxemburg,July 01 2019,247,POINT (-91.0725831 42.6040308)
1952500,Van Buren,Milton,July 01 2017,402,POINT (-92.1621496 40.671185)
1979095,Buena Vista,Truesdale,April 01 2020,69,POINT (-95.1834071 42.7292568)
1914160,Marshall,Clemons,July 01 2024,135,POINT (-93.158508 42.1138981)
1978825,Pottawattamie,Treynor,July 01 2022,1087,POINT (-95.6063422 41.2321933)
1908425,Adair,Bridgewater,July 01 2015,154,POINT (-94.6689384 41.2470992)
1975810,Webster,Stratford (pt.),July 01 2017,29,POINT (-93.9272412 42.2691235)
1910765,Polk,Carlisle (pt.),July 01 2022,68,POINT (-93.4877345 41.511846)
1934365,Franklin,Hansell,April 01 2020,82,POINT (-93.104094 42.7577502)
1944580,Decatur,Le Roy,July 01 2019,1823,POINT (-93.5924703 40.8783629)
1931575,Hancock,Goodell,July 01 2012,137,POINT (-93.614062 42.9237297)
1919855,Keokuk,Delta,July 01 2013,320,POINT (-92.3304211 41.3225876)
1969780,Marshall,St. Anthony,July 01 2023,77,POINT (-93.1977757 42.123908)
1949935,Keokuk,Martinsburg,July 01 2021,109,POINT (-92.2519181 41.1786664)
1948000,Clayton,McGregor,July 01 2014,845,POINT (-91.1820936 43.0244127)
1960105,Webster,Otho,July 01 2016,517,POINT (-94.1493376 42.4222294)
1967350,Scott,Riverdale,July 01 2022,380,POINT (-90.4637332 41.5370578)
1933645,Carroll,Halbur,July 01 2021,272,POINT (-94.972048 42.0051243)
1985710,Carroll,Willey,July 01 2012,97,POINT (-94.8223651 41.9787458)
1954930,Woodbury,Moville,July 01 2015,1628,POINT (-96.0679063 42.4894254)
1999990,Marshall,Balance of Marshall County,July 01 2012,7519,
1981345,Clayton,Volga,April 01 2020,203,POINT (-91.5422736 42.8026667)
1944805,Cass,Lewis,July 01 2019,399,POINT (-95.0842834 41.3064931)
1945975,Humboldt,Livermore,July 01 2019,362,POINT (-94.1840413 42.8680302)
1914475,Wayne,Clio,July 01 2018,73,POINT (-93.4513925 40.6359742)
1939135,Winneshiek,Jackson Junction,April 01 2020,37,POINT (-92.0462156 43.1013241)
1952815,Jasper,Mingo,July 01 2023,313,POINT (-93.2826185 41.7662068)
1904915,Jasper,Baxter,July 01 2021,976,POINT (-93.1524552 41.8252003)
1986250,Polk,Windsor Heights,July 01 2019,4809,POINT (-93.7128163 41.6041919)
1931530,Wright,Goldfield,July 01 2021,629,POINT (-93.918191 42.7356412)
1940440,Jasper,Kellogg,July 01 2017,593,POINT (-92.9070787 41.7180274)
1952095,Dickinson,Milford,July 01 2016,3030,POINT (-95.1286238 43.338269)
1976485,O'Brien,Sutherland,April 01 2020,629,POINT (-95.4950352 42.9728304)
1906760,Hamilton,Blairsburg,April 01 2010,215,POINT (-93.6428357 42.47838)
1913350,Greene,Churdan,July 01 2012,377,POINT (-94.4786263 42.1538724)
1928920,Boone,Fraser,July 01 2019,103,POINT (-93.9734887 42.1250435)
1983910,Warren,West Des Moines (pt.),July 01 2024,239,POINT (-93.7802969 41.5527354)
1941790,Calhoun,Knierim,July 01 2024,53,POINT (-94.4559372 42.4561397)
1933645,Carroll,Halbur,July 01 2016,246,POINT (-94.972048 42.0051243)
1966135,Montgomery,Red Oak,April 01 2020,5596,POINT (-95.2248247 41.0141481)
1905770,Cedar,Bennett,July 01 2023,334,POINT (-90.9738424 41.7398285)
1921405,Grundy,Dike,April 01 2020,1304,POINT (-92.6255847 42.4641335)
1944310,Mahaska,Leighton,July 01 2013,162,POINT (-92.7864171 41.3387995)
1911395,Guthrie,Casey (pt.),July 01 2011,411,POINT (-94.5212707 41.5074602)
1999990,Monroe,Balance of Monroe County,July 01 2013,3555,
1967800,Linn,Robins,July 01 2014,3327,POINT (-91.6767765 42.0792696)
1906085,Dubuque,Bernard,July 01 2024,117,POINT (-90.8317558 42.3132971)
1972345,Boone,Sheldahl (pt.),July 01 2013,29,POINT (-93.6967164 41.8642901)
1999990,Winnebago,Balance of Winnebago County,April 01 2020,2748,
1977880,Cerro Gordo,Thornton,July 01 2024,394,POINT (-93.387069 42.9442074)
1956505,Jasper,Newton,April 01 2020,15760,POINT (-93.0404672 41.6965281)
1925005,Ringgold,Ellston,April 01 2010,43,POINT (-94.1087541 40.8404932)
1917490,Union,Cromwell,July 01 2022,103,POINT (-94.4617367 41.0403126)
1938640,Hardin,Iowa Falls,April 01 2020,5106,POINT (-93.2661847 42.5190554)
1962040,Mahaska,Pella (pt.),July 01 2014,1,POINT (-92.9177547 41.4051393)
1934005,Pottawattamie,Hancock,July 01 2012,194,POINT (-95.3636607 41.3921947)
1926940,Webster,Farnhamville (pt.),July 01 2013,0,POINT (-94.407793 42.2767837)
1937335,Lee,Houghton,July 01 2021,132,POINT (-91.6108093 40.7836664)
1908065,Humboldt,Bradgate,July 01 2022,76,POINT (-94.4196235 42.8028773)
1959835,Clarke,Osceola,July 01 2017,5054,POINT (-93.7796689 41.029945)
1976260,Bremer,Sumner (pt.),July 01 2015,1988,POINT (-92.0974233 42.8494642)
1912990,Tama,Chelsea,July 01 2016,257,POINT (-92.3945142 41.9204989)
1925860,Emmet,Estherville,April 01 2010,6360,POINT (-94.8343632 43.3998352)
1926940,Calhoun,Farnhamville (pt.),April 01 2020,383,POINT (-94.407793 42.2767837)
1980400,Benton,Van Horne,July 01 2011,683,POINT (-92.0894145 42.009549)
1900370,Adair,Adair (pt.),July 01 2013,727,POINT (-94.6434132 41.5003898)
1912720,Lucas,Chariton,July 01 2017,4130,POINT (-93.3094486 41.0175751)
1946335,Johnson,Lone Tree,July 01 2017,1372,POINT (-91.4262099 41.4866558)
1952905,Mitchell,Mitchell,July 01 2022,119,POINT (-92.8708732 43.320421)
1961905,O'Brien,Paullina,April 01 2010,1056,POINT (-95.6840248 42.9796318)
1961770,Iowa,Parnell,April 01 2010,193,POINT (-92.0045582 41.583661)
1914160,Marshall,Clemons,July 01 2016,145,POINT (-93.158508 42.1138981)
1951375,Plymouth,Merrill,July 01 2012,746,POINT (-96.2524909 42.7205507)
1929550,Wright,Galt,July 01 2019,31,POINT (-93.6051275 42.692983)
1937425,Hardin,Hubbard,July 01 2018,804,POINT (-93.3013025 42.3061102)
1999990,Mills,Balance of Mills County,July 01 2015,6994,
1901630,Polk,Altoona,July 01 2023,22164,POINT (-93.4768466 41.6468624)
1969060,Buchanan,Rowley,July 01 2017,266,POINT (-91.8444965 42.3684882)
1938100,Buchanan,Independence,April 01 2010,5966,POINT (-91.9029773 42.4621659)
1965370,Hardin,Radcliffe,July 01 2013,543,POINT (-93.4343108 42.3177101)
1924060,Delaware,Edgewood (pt.),July 01 2017,586,POINT (-91.401691 42.644231)
1969645,Sac,Sac City,July 01 2018,2074,POINT (-94.9979112 42.4216962)
1905590,Benton,Belle Plaine,July 01 2022,2336,POINT (-92.2753004 41.8952524)
1956910,Floyd,Nora Springs (pt.),July 01 2012,1418,POINT (-93.0094807 43.1445424)
1999990,Davis,Balance of Davis County,July 01 2023,5849,
1999990,Buena Vista,Balance of Buena Vista County,July 01 2014,4004,
1950385,Sioux,Matlock,July 01 2012,88,POINT (-95.9345034 43.2443282)
1925095,Howard,Elma,July 01 2022,388,POINT (-92.4393341 43.2458725)
1999990,Pocahontas,Balance of Pocahontas County,July 01 2022,2185,
1952815,Jasper,Mingo,July 01 2014,303,POINT (-93.2826185 41.7662068)
1907075,Scott,Blue Grass (pt.),July 01 2013,1565,POINT (-90.7648763 41.5095767)
1908650,Woodbury,Bronson,July 01 2012,323,POINT (-96.2113577 42.4090069)
1947100,Lucas,Lucas,April 01 2010,216,POINT (-93.4610494 41.0322107)
1964290,Allamakee,Postville (pt.),July 01 2021,2204,POINT (-91.5682128 43.0839487)
1934545,Keokuk,Harper,July 01 2017,109,POINT (-92.0509513 41.3636709)
1950655,Scott,Maysville,July 01 2016,179,POINT (-90.718486 41.6495455)
1955200,Appanoose,Mystic,July 01 2016,413,POINT (-92.9446124 40.7791816)
1941565,Wapello,Kirkville,July 01 2014,171,POINT (-92.503587 41.1422489)
1968295,Calhoun,Rockwell City,July 01 2024,2185,POINT (-94.6289164 42.3981318)
1980535,Pocahontas,Varina,April 01 2010,71,POINT (-94.8976674 42.6581176)
1999990,Clarke,Balance of Clarke County,July 01 2022,3338,
1935670,Keokuk,Hedrick,July 01 2012,757,POINT (-92.3079494 41.1711634)
1922980,Cedar,Durant (pt.),July 01 2013,1712,POINT (-90.9119451 41.6014845)
1907345,Van Buren,Bonaparte,July 01 2014,423,POINT (-91.8005215 40.7011739)
1986070,Muscatine,Wilton (pt.),July 01 2019,2819,POINT (-91.0269994 41.5898612)
1969690,Dubuque,Sageville,April 01 2010,122,POINT (-90.7061464 42.5489155)
1999990,Clarke,Balance of Clarke County,July 01 2015,3342,
1948720,Mills,Malvern,July 01 2015,1086,POINT (-95.5856662 41.0075619)
1905050,Mahaska,Beacon,July 01 2016,484,POINT (-92.681397 41.2746235)
1969195,Floyd,Rudd,July 01 2022,347,POINT (-92.9045921 43.1275228)
1943815,Chickasaw,Lawler,July 01 2014,432,POINT (-92.153525 43.0717656)
1964110,Franklin,Popejoy,July 01 2018,76,POINT (-93.4278229 42.5938807)
1960465,Wapello,Ottumwa,July 01 2013,24875,POINT (-92.4186136 41.0195769)
1950655,Scott,Maysville,July 01 2018,178,POINT (-90.718486 41.6495455)
1977880,Cerro Gordo,Thornton,July 01 2021,398,POINT (-93.387069 42.9442074)
1948495,Harrison,Magnolia,July 01 2019,176,POINT (-95.8741284 41.6921843)
1913350,Greene,Churdan,July 01 2017,369,POINT (-94.4786263 42.1538724)
1999990,Cedar,Balance of Cedar County,July 01 2017,7384,
1911035,Mitchell,Carpenter,July 01 2015,106,POINT (-93.0172679 43.414988)
1906760,Hamilton,Blairsburg,April 01 2020,176,POINT (-93.6428357 42.47838)
1982650,Fayette,Waucoma,July 01 2018,246,POINT (-92.0341066 43.0554679)
1953625,Jones,Monticello,July 01 2014,114,POINT (-91.1836421 42.2303515)
1973875,Johnson,Solon,July 01 2015,2546,POINT (-91.4975934 41.8063316)
1935445,Keokuk,Hayesville,July 01 2013,49,POINT (-92.2476997 41.2647098)
1950700,Cedar,Mechanicsville,July 01 2016,1121,POINT (-91.2532455 41.905572)
1948450,Boone,Madrid,July 01 2023,2799,POINT (-93.820109 41.8756295)
1999990,Chickasaw,Balance of Chickasaw County,July 01 2013,5036,
1962985,Humboldt,Pioneer,July 01 2014,23,POINT (-94.3908921 42.6535255)
1938595,Johnson,Iowa City,July 01 2019,75130,POINT (-91.5304657 41.6557794)
1969240,Polk,Runnells,July 01 2016,522,POINT (-93.3603967 41.5140555)
1919810,Ringgold,Delphos,July 01 2014,24,POINT (-94.3402745 40.663174)
1949755,Marshall,Marshalltown,April 01 2020,27591,POINT (-92.9066945 42.0341021)
1928290,Adair,Fontanelle,July 01 2021,687,POINT (-94.5600489 41.2900061)
1970590,Warren,Sandyville,July 01 2021,57,POINT (-93.3863323 41.3707702)
1942015,Marion,Knoxville,July 01 2022,7427,POINT (-93.1023566 41.3188166)
1911215,Pottawattamie,Carter Lake,July 01 2018,3784,POINT (-95.9169331 41.2884608)
1905185,Boone,Beaver,July 01 2023,44,POINT (-94.139911 42.0382078)
1963840,Pocahontas,Plover,July 01 2012,75,POINT (-94.6222266 42.876712)
1944580,Decatur,Le Roy,April 01 2010,15,POINT (-93.5924703 40.8783629)
1923115,Delaware,Dyersville (pt.),July 01 2023,310,POINT (-91.1174613 42.4817273)
1923250,Wright,Eagle Grove,April 01 2020,3601,POINT (-93.9026088 42.6667195)
1932160,Dallas,Granger (pt.),July 01 2024,1551,POINT (-93.8247737 41.7619744)
1939855,Worth,Joice,July 01 2015,214,POINT (-93.4581067 43.3647892)
1970230,Henry,Salem,July 01 2019,384,POINT (-91.6206406 40.8519773)
1983910,Dallas,West Des Moines (pt.),July 01 2022,23938,POINT (-93.7802969 41.5527354)
1934995,Mills,Hastings,July 01 2024,157,POINT (-95.4948278 41.0250884)
1935670,Keokuk,Hedrick,July 01 2011,756,POINT (-92.3079494 41.1711634)
1957495,Chickasaw,North Washington,July 01 2021,109,POINT (-92.4153905 43.117289)
1966405,Plymouth,Remsen,July 01 2011,1650,POINT (-95.9724007 42.8148253)
1908425,Adair,Bridgewater,July 01 2023,143,POINT (-94.6689384 41.2470992)
1945030,Carroll,Lidderdale,April 01 2010,180,POINT (-94.78367 42.1224953)
1905770,Cedar,Bennett,July 01 2012,395,POINT (-90.9738424 41.7398285)
1945795,Lyon,Little Rock,July 01 2024,447,POINT (-95.880437 43.4454349)
1914655,Tama,Clutier,July 01 2014,210,POINT (-92.4036082 42.0793295)
1952905,Mitchell,Mitchell,July 01 2019,130,POINT (-92.8708732 43.320421)
1978195,Ringgold,Tingley,July 01 2024,146,POINT (-94.195803 40.852747)
1943140,Carroll,Lanesboro,July 01 2012,117,POINT (-94.6921692 42.1826597)
1939585,Buchanan,Jesup (pt.),July 01 2022,2331,POINT (-92.0659027 42.4744701)
1942600,Dickinson,Lake Park,July 01 2019,1123,POINT (-95.325247 43.4477627)
1903160,Dubuque,Asbury,July 01 2018,5665,POINT (-90.7797272 42.5118375)
1905635,Jackson,Bellevue,July 01 2012,2174,POINT (-90.4318375 42.2625585)
1975720,Grundy,Stout,July 01 2014,216,POINT (-92.7115452 42.5268983)
1949845,Jones,Martelle,April 01 2020,4040,POINT (-91.3577596 42.0204466)
1917895,Palo Alto,Curlew,July 01 2024,38,POINT (-94.7377341 42.9795272)
1922845,Black Hawk,Dunkerton,July 01 2023,837,POINT (-92.161378 42.5673881)
1910450,Van Buren,Cantril,July 01 2011,220,POINT (-92.0684662 40.6428412)
1915465,Floyd,Colwell,July 01 2021,53,POINT (-92.5910417 43.1577091)
1957945,Appanoose,Numa,July 01 2017,88,POINT (-92.9799877 40.6854066)
1933285,Poweshiek,Guernsey,April 01 2010,63,POINT (-92.3430868 41.6491514)
1947955,Pottawattamie,Macedonia,April 01 2020,267,POINT (-95.426772 41.1919281)
1970140,Clayton,St. Olaf,July 01 2023,103,POINT (-91.3878896 42.9269018)
1999990,Sioux,Balance of Sioux County,July 01 2024,8021,
1942465,Calhoun,Lake City,July 01 2022,1666,POINT (-94.7310464 42.2676372)
1922305,Franklin,Dows (pt.),July 01 2014,77,POINT (-93.5012304 42.6592854)
1935265,Sioux,Hawarden,July 01 2018,2486,POINT (-96.4831539 43.0018665)
1969105,Clay,Royal,July 01 2014,432,POINT (-95.283721 43.0644413)
1999990,Plymouth,Balance of Plymouth County,July 01 2023,8346,
1908155,Buchanan,Brandon,July 01 2024,331,POINT (-92.0032219 42.3150339)
1919495,Poweshiek,Deep River,July 01 2024,243,POINT (-92.3732274 41.5811789)
1983910,Warren,West Des Moines (pt.),July 01 2022,228,POINT (-93.7802969 41.5527354)
1999990,Winnebago,Balance of Winnebago County,July 01 2016,2890,
1936390,Henry,Hillsboro,July 01 2023,137,POINT (-91.7125258 40.8373813)
1900775,Plymouth,Akron,July 01 2015,1483,POINT (-96.5570105 42.8266985)
1960420,Humboldt,Ottosen,July 01 2022,41,POINT (-94.3755469 42.8980883)
1959475,Sioux,Orange City,July 01 2013,6133,POINT (-96.0565364 43.0019143)
1903295,Osceola,Ashton,July 01 2016,430,POINT (-95.7924931 43.308844)
1918435,Des Moines,Danville,July 01 2013,935,POINT (-91.3145579 40.8600374)
1947370,Kossuth,Lu Verne (pt.),July 01 2024,221,POINT (-94.0836262 42.9092283)
1999990,Fremont,Balance of Fremont County,July 01 2017,2769,
1961815,Greene,Paton,July 01 2018,230,POINT (-94.2550567 42.1642219)
1968250,Cerro Gordo,Rockwell,July 01 2013,1028,POINT (-93.1871266 42.979966)
