FIPS,County,City,Year,Estimate,Primary Point
1973290,Sioux,Sioux Center,July 01 2018,7614,POINT (-96.1707089 43.0746484)
1926445,Jefferson,Fairfield,July 01 2012,9717,POINT (-91.9672596 41.0070611)
1987375,Calhoun,Yetter,July 01 2024,19,POINT (-94.8431642 42.3161325)
1906805,Benton,Blairstown,July 01 2019,659,POINT (-92.0823291 41.9062103)
1999990,Lee,Balance of Lee County,July 01 2011,10693,
1930225,Lyon,George,July 01 2016,1064,POINT (-96.0027092 43.341995)
1932025,Clinton,Grand Mound,July 01 2018,596,POINT (-90.6501579 41.8232709)
1938640,Hardin,Iowa Falls,July 01 2021,5046,POINT (-93.2661847 42.5190554)
1999990,Sac,Balance of Sac County,April 01 2020,3000,
1900595,Union,Afton,July 01 2022,860,POINT (-94.1953729 41.0276183)
1977520,Dickinson,Terril,April 01 2020,334,POINT (-94.9689637 43.3058467)
1939000,Shelby,Irwin,July 01 2021,318,POINT (-95.2067933 41.7901573)
1947820,Scott,McCausland,July 01 2024,314,POINT (-90.4460511 41.7434706)
1925365,Linn,Ely,July 01 2014,2010,POINT (-91.5850379 41.8753461)
1936390,Henry,Hillsboro,July 01 2024,134,POINT (-91.7125258 40.8373813)
1915465,Floyd,Colwell,July 01 2012,72,POINT (-92.5910417 43.1577091)
1907210,Humboldt,Bode,July 01 2015,290,POINT (-94.2862417 42.868027)
1981840,Linn,Walford (pt.),July 01 2014,396,POINT (-91.8305169 41.8796623)
1999990,Henry,Balance of Henry County,July 01 2016,6400,
1919495,Poweshiek,Deep River,July 01 2015,268,POINT (-92.3732274 41.5811789)
1975675,Story,Story City,April 01 2010,3431,POINT (-93.5865496 42.186602)
1955335,Chickasaw,Nashua (pt.),July 01 2018,1591,POINT (-92.5417304 42.950168)
1937200,Woodbury,Hornick,April 01 2020,255,POINT (-96.0970575 42.2304643)
1978600,Clinton,Toronto,July 01 2022,101,POINT (-90.8627574 41.9028894)
1939585,Black Hawk,Jesup (pt.),July 01 2018,124,POINT (-92.0659027 42.4744701)
1917985,Palo Alto,Cylinder,July 01 2019,82,POINT (-94.5511492 43.089664)
1916140,Washington,Coppock (pt.),July 01 2024,20,POINT (-91.7150539 41.163535)
1935670,Keokuk,Hedrick,July 01 2015,744,POINT (-92.3079494 41.1711634)
1949575,Cass,Marne,July 01 2016,113,POINT (-95.1107615 41.4489055)
1940845,Lee,Keokuk,April 01 2010,10780,POINT (-91.403029 40.4095595)
1945165,Howard,Lime Springs,July 01 2019,474,POINT (-92.2840819 43.4498475)
1985215,Monona,Whiting,July 01 2017,733,POINT (-96.1507766 42.1271884)
1932520,Taylor,Gravity,July 01 2021,152,POINT (-94.7435014 40.7601646)
1933645,Carroll,Halbur,April 01 2010,246,POINT (-94.972048 42.0051243)
1931575,Hancock,Goodell,July 01 2013,137,POINT (-93.614062 42.9237297)
1957720,Benton,Norway,July 01 2014,530,POINT (-91.9226667 41.9022211)
1909820,Clinton,Calamus,July 01 2024,348,POINT (-90.7600146 41.8264945)
1954840,Linn,Mount Vernon,July 01 2019,4466,POINT (-91.4243495 41.9229756)
1949395,Iowa,Marengo,July 01 2021,2431,POINT (-92.0679221 41.7965768)
1977430,Shelby,Tennant,July 01 2017,64,POINT (-95.4449352 41.5941155)
1983190,Decatur,Weldon,July 01 2022,139,POINT (-93.7355473 40.8972891)
1977565,Union,Thayer,July 01 2011,59,POINT (-94.0497355 41.0289671)
1935715,Mills,Henderson,July 01 2022,141,POINT (-95.4309742 41.1399871)
1909145,Crawford,Buck Grove,July 01 2016,42,POINT (-95.3951051 41.9178251)
1944220,Marshall,Le Grand (pt.),July 01 2011,946,POINT (-92.7749753 42.0066925)
1942600,Dickinson,Lake Park,July 01 2017,1120,POINT (-95.325247 43.4477627)
1929280,Muscatine,Fruitland,July 01 2024,928,POINT (-91.1287744 41.347424)
1999990,Humboldt,Balance of Humboldt County,July 01 2022,2382,
1913980,Ringgold,Clearfield (pt.),July 01 2021,4,POINT (-94.4825546 40.8025441)
1965505,Greene,Ralston (pt.),April 01 2010,2,POINT (-94.6293007 42.0417738)
1972345,Story,Sheldahl (pt.),July 01 2023,140,POINT (-93.6967164 41.8642901)
1903115,Ida,Arthur,July 01 2024,218,POINT (-95.3469405 42.3353614)
1928380,Hancock,Forest City (pt.),July 01 2011,337,POINT (-93.6364115 43.2569692)
1999990,O'Brien,Balance of O'Brien County,July 01 2011,3342,
1973515,Story,Slater (pt.),July 01 2015,1515,POINT (-93.686299 41.8792234)
1974460,Jackson,Spragueville,April 01 2010,81,POINT (-90.4320591 42.0717247)
1963570,Decatur,Pleasanton,July 01 2024,32,POINT (-93.7430081 40.5824833)
1935580,Buchanan,Hazleton,July 01 2012,823,POINT (-91.9058398 42.6177464)
1951060,Osceola,Melvin,July 01 2011,210,POINT (-95.608646 43.2864738)
1977745,Winnebago,Thompson,July 01 2017,482,POINT (-93.7746954 43.3697498)
1924600,Scott,Eldridge,July 01 2022,6766,POINT (-90.5805427 41.6393994)
1999990,Sioux,Balance of Sioux County,July 01 2017,8462,
1923160,Tama,Dysart,July 01 2016,1346,POINT (-92.3090956 42.1721011)
1999990,Dubuque,Balance of Dubuque County,July 01 2019,19740,
1935580,Buchanan,Hazleton,July 01 2019,833,POINT (-91.9058398 42.6177464)
1955065,Clarke,Murray,July 01 2021,666,POINT (-93.9488848 41.0413552)
1955110,Muscatine,Muscatine,April 01 2010,22886,POINT (-91.0680884 41.4194742)
1956910,Floyd,Nora Springs (pt.),July 01 2016,1371,POINT (-93.0094807 43.1445424)
1903520,Cass,Atlantic,July 01 2011,7026,POINT (-95.0138852 41.3956577)
1945615,Linn,Lisbon,July 01 2019,2247,POINT (-91.3916619 41.9205324)
1916590,Hancock,Corwith,July 01 2023,260,POINT (-93.9580791 42.9890004)
1950070,Marion,Marysville,July 01 2018,67,POINT (-92.953643 41.1826504)
1967575,Fremont,Riverton,April 01 2010,304,POINT (-95.5686127 40.6868183)
1947820,Scott,McCausland,July 01 2014,313,POINT (-90.4460511 41.7434706)
1928965,Chickasaw,Fredericksburg,July 01 2013,924,POINT (-92.1963762 42.9646442)
1965235,Buchanan,Quasqueton,July 01 2024,587,POINT (-91.7578731 42.3943539)
1953625,Jones,Monticello,July 01 2022,95,POINT (-91.1836421 42.2303515)
1984450,Dickinson,West Okoboji,July 01 2015,300,POINT (-95.163113 43.348994)
1973515,Boone,Slater (pt.),July 01 2014,0,POINT (-93.686299 41.8792234)
1957360,Johnson,North Liberty,July 01 2012,15270,POINT (-91.610653 41.7439981)
1916635,Wayne,Corydon,April 01 2010,1585,POINT (-93.3174517 40.757426)
1999990,Humboldt,Balance of Humboldt County,July 01 2015,2436,
1976935,Fremont,Tabor (pt.),July 01 2024,898,POINT (-95.6737118 40.8949387)
1953490,Poweshiek,Montezuma,July 01 2012,1436,POINT (-92.5273821 41.5833762)
1907840,Sioux,Boyden,July 01 2014,706,POINT (-96.0030629 43.1889502)
1999990,Hamilton,Balance of Hamilton County,July 01 2014,3674,
1922800,Delaware,Dundee,July 01 2012,171,POINT (-91.5461458 42.5798507)
1983325,Grundy,Wellsburg,July 01 2018,692,POINT (-92.9265689 42.4338465)
1974820,Mitchell,Stacyville,July 01 2022,442,POINT (-92.7839772 43.4390311)
1900370,Adair,Adair (pt.),July 01 2023,763,POINT (-94.6434132 41.5003898)
1953760,Lee,Montrose,July 01 2013,810,POINT (-91.4165412 40.526117)
1965910,Bremer,Readlyn,July 01 2013,822,POINT (-92.225022 42.7037692)
1968385,Monona,Rodney,July 01 2011,60,POINT (-95.9507042 42.2047575)
1947730,Sac,Lytton (pt.),July 01 2021,243,POINT (-94.8604989 42.4233029)
1999990,Monroe,Balance of Monroe County,July 01 2012,3598,
1986385,Henry,Winfield,July 01 2011,1141,POINT (-91.4380958 41.125855)
1944085,Scott,Le Claire,July 01 2018,3970,POINT (-90.3686825 41.5963271)
1951150,Cherokee,Meriden,July 01 2023,173,POINT (-95.6340769 42.7945167)
1907075,Muscatine,Blue Grass (pt.),July 01 2018,46,POINT (-90.7648763 41.5095767)
1999990,Crawford,Balance of Crawford County,July 01 2011,4558,
1999990,Monona,Balance of Monona County,April 01 2010,2986,
1947370,Kossuth,Lu Verne (pt.),July 01 2011,223,POINT (-94.0836262 42.9092283)
1953985,Appanoose,Moravia (pt.),July 01 2023,625,POINT (-92.8191273 40.8918338)
1967350,Scott,Riverdale,July 01 2013,415,POINT (-90.4637332 41.5370578)
1940980,Keokuk,Keota (pt.),July 01 2014,980,POINT (-91.953364 41.3654267)
1944220,Marshall,Le Grand (pt.),July 01 2024,891,POINT (-92.7749753 42.0066925)
1947460,Dubuque,Luxemburg,July 01 2014,247,POINT (-91.0725831 42.6040308)
1905770,Cedar,Bennett,April 01 2020,347,POINT (-90.9738424 41.7398285)
1944490,Adams,Lenox (pt.),July 01 2018,0,POINT (-94.5583357 40.8830419)
1902305,Polk,Ankeny,July 01 2015,56109,POINT (-93.603264 41.727907)
1916230,Johnson,Coralville,July 01 2019,22290,POINT (-91.5968051 41.6989902)
1950070,Marion,Marysville,July 01 2017,67,POINT (-92.953643 41.1826504)
1969510,Jackson,Sabula,July 01 2021,498,POINT (-90.1757883 42.0666587)
1999990,Jefferson,Balance of Jefferson County,July 01 2017,5111,
1975990,Adair,Stuart (pt.),July 01 2015,648,POINT (-94.3186774 41.5002688)
1967440,Washington,Riverside,July 01 2011,1037,POINT (-91.536553 41.4981029)
1999990,Linn,Balance of Linn County,July 01 2013,20609,
1924600,Scott,Eldridge,July 01 2021,6753,POINT (-90.5805427 41.6393994)
1902620,Butler,Aredale,July 01 2024,59,POINT (-93.0053681 42.8331955)
1983325,Grundy,Wellsburg,July 01 2017,693,POINT (-92.9265689 42.4338465)
1960240,Woodbury,Oto,July 01 2011,110,POINT (-95.8945487 42.2820807)
1966810,Dubuque,Rickardsville,July 01 2021,207,POINT (-90.8762169 42.5815445)
1931575,Hancock,Goodell,July 01 2021,140,POINT (-93.614062 42.9237297)
1903160,Dubuque,Asbury,April 01 2020,5943,POINT (-90.7797272 42.5118375)
1999990,Humboldt,Balance of Humboldt County,July 01 2014,2470,
1947100,Lucas,Lucas,July 01 2012,213,POINT (-93.4610494 41.0322107)
1964740,Scott,Princeton,April 01 2010,886,POINT (-90.3571712 41.6742514)
1975990,Adair,Stuart (pt.),July 01 2011,691,POINT (-94.3186774 41.5002688)
1976890,Johnson,Swisher,July 01 2023,908,POINT (-91.6938947 41.8441956)
1954165,Grundy,Morrison,July 01 2015,93,POINT (-92.6732838 42.3429631)
1972390,O'Brien,Sheldon (pt.),July 01 2012,4948,POINT (-95.8440092 43.1796213)
1924420,Wapello,Eldon,April 01 2010,927,POINT (-92.2176726 40.9176345)
1901315,Butler,Allison,July 01 2024,937,POINT (-92.7957606 42.7517481)
1952545,Dallas,Minburn,April 01 2020,325,POINT (-94.0285158 41.7575518)
1981615,Dickinson,Wahpeton,April 01 2020,345,POINT (-95.1744377 43.3741639)
1999990,Union,Balance of Union County,July 01 2012,3177,
1979680,Appanoose,Unionville,April 01 2020,75,POINT (-92.6957756 40.8181841)
1972840,Johnson,Shueyville,July 01 2019,655,POINT (-91.6521789 41.8465835)
1979545,Hardin,Union,July 01 2016,390,POINT (-93.0626769 42.2435351)
1902935,Emmet,Armstrong,July 01 2014,894,POINT (-94.4832066 43.3944094)
1974685,Warren,Spring Hill,July 01 2019,127,POINT (-93.6498879 41.4121875)
1943815,Chickasaw,Lawler,July 01 2013,433,POINT (-92.153525 43.0717656)
1999990,Wayne,Balance of Wayne County,April 01 2020,3056,
1945840,Harrison,Little Sioux,July 01 2011,168,POINT (-96.0274587 41.8082038)
1945615,Linn,Lisbon,July 01 2018,2247,POINT (-91.3916619 41.9205324)
1939900,Calhoun,Jolley,July 01 2023,29,POINT (-94.7182601 42.4794481)
1916815,Franklin,Coulter,July 01 2013,275,POINT (-93.3700471 42.73312)
1964650,O'Brien,Primghar,July 01 2015,871,POINT (-95.6209034 43.0863786)
1999990,Van Buren,Balance of Van Buren County,July 01 2014,3999,
1999990,Des Moines,Balance of Des Moines County,April 01 2020,8753,
1956685,Muscatine,Nichols,April 01 2010,374,POINT (-91.307943 41.4796928)
1987555,Story,Zearing,July 01 2018,526,POINT (-93.2971817 42.1589254)
1980805,Iowa,Victor (pt.),July 01 2015,768,POINT (-92.2947426 41.7307354)
1979950,Polk,Urbandale (pt.),July 01 2015,33064,POINT (-93.7813726 41.6390015)
1906625,Van Buren,Birmingham,July 01 2011,445,POINT (-91.9472595 40.8777076)
1950880,Marshall,Melbourne,July 01 2012,838,POINT (-93.1026156 41.9415478)
1942285,Warren,Lacona,July 01 2022,337,POINT (-93.3849697 41.1899087)
1962850,Boone,Pilot Mound,July 01 2021,158,POINT (-94.0183302 42.1592616)
1999990,Jones,Balance of Jones County,July 01 2014,8594,
1918075,Humboldt,Dakota City,July 01 2023,761,POINT (-94.1976919 42.7229033)
1959655,Dickinson,Orleans,July 01 2024,503,POINT (-95.0921803 43.4408207)
1929685,Clayton,Garber,July 01 2024,76,POINT (-91.2618173 42.744429)
1922620,Butler,Dumont,July 01 2023,620,POINT (-92.9735076 42.7521928)
1960240,Woodbury,Oto,July 01 2013,110,POINT (-95.8945487 42.2820807)
1906805,Benton,Blairstown,July 01 2023,705,POINT (-92.0823291 41.9062103)
1903745,Cherokee,Aurelia,April 01 2020,968,POINT (-95.4368477 42.7130665)
1917850,Warren,Cumming,April 01 2010,351,POINT (-93.759951 41.4875287)
1972390,O'Brien,Sheldon (pt.),July 01 2016,4899,POINT (-95.8440092 43.1796213)
1999990,Howard,Balance of Howard County,July 01 2021,260,
1942870,Jasper,Lambs Grove,July 01 2024,174,POINT (-93.0793489 41.700753)
1947865,Pottawattamie,McClelland,April 01 2010,151,POINT (-95.68343 41.3284733)
1949890,Warren,Martensdale,July 01 2011,463,POINT (-93.738629 41.3737757)
1900730,Washington,Ainsworth,July 01 2013,571,POINT (-91.5545142 41.2900827)
1960105,Webster,Otho,July 01 2012,532,POINT (-94.1493376 42.4222294)
1917220,Howard,Cresco,July 01 2012,3870,POINT (-92.1163502 43.3717573)
1978825,Pottawattamie,Treynor,July 01 2012,922,POINT (-95.6063422 41.2321933)
1904420,Kossuth,Bancroft,July 01 2013,724,POINT (-94.2175386 43.292755)
1937605,Wayne,Humeston,July 01 2014,478,POINT (-93.4972195 40.8609187)
1943275,Allamakee,Lansing,July 01 2013,983,POINT (-91.2258567 43.3606897)
1964290,Allamakee,Postville (pt.),July 01 2018,1823,POINT (-91.5682128 43.0839487)
1965595,Hamilton,Randall,July 01 2012,170,POINT (-93.602632 42.2371232)
1961770,Iowa,Parnell,July 01 2013,189,POINT (-92.0045582 41.583661)
1928515,Webster,Fort Dodge,July 01 2019,23888,POINT (-94.175105 42.5097987)
1975945,Plymouth,Struble,July 01 2016,79,POINT (-96.1945847 42.8944666)
1951105,Guthrie,Menlo,July 01 2016,346,POINT (-94.404251 41.5221445)
1976035,Jasper,Sully,July 01 2013,818,POINT (-92.8468343 41.5780013)
1901090,Franklin,Alexander,July 01 2018,164,POINT (-93.4786472 42.8044201)
1955695,Story,Nevada,July 01 2021,6986,POINT (-93.463738 42.0185408)
1912900,Crawford,Charter Oak,July 01 2013,507,POINT (-95.5891719 42.0682534)
1925500,Mills,Emerson,July 01 2018,441,POINT (-95.4027422 41.018044)
1976260,Bremer,Sumner (pt.),July 01 2016,1971,POINT (-92.0974233 42.8494642)
1959115,Monona,Onawa,July 01 2015,2853,POINT (-96.0905046 42.0267577)
1972300,Pottawattamie,Shelby (pt.),July 01 2018,23,POINT (-95.4505587 41.5066731)
1976620,Cerro Gordo,Swaledale,July 01 2012,163,POINT (-93.3154698 42.9765243)
1926895,Van Buren,Farmington,July 01 2021,587,POINT (-91.7390137 40.6388538)
1959070,Keokuk,Ollie,April 01 2010,215,POINT (-92.0923057 41.1991478)
1928290,Adair,Fontanelle,July 01 2018,614,POINT (-94.5600489 41.2900061)
1902125,Jackson,Andrew,July 01 2016,412,POINT (-90.5919309 42.153216)
1950205,Delaware,Masonville,July 01 2023,98,POINT (-91.5915017 42.4798479)
1910450,Van Buren,Cantril,July 01 2012,219,POINT (-92.0684662 40.6428412)
1960780,Plymouth,Oyens,July 01 2013,102,POINT (-96.0582383 42.8199469)
1929190,Mahaska,Fremont,July 01 2022,688,POINT (-92.4342399 41.2125273)
1978285,Cedar,Tipton,July 01 2011,3198,POINT (-91.1283723 41.7697904)
1948540,Poweshiek,Malcom,July 01 2016,271,POINT (-92.5574629 41.7075959)
1916140,Washington,Coppock (pt.),July 01 2011,13,POINT (-91.7150539 41.163535)
1933060,Dallas,Grimes (pt.),July 01 2012,14,POINT (-93.7945972 41.6775439)
1965055,Davis,Pulaski,July 01 2016,278,POINT (-92.2737906 40.6928807)
1939585,Buchanan,Jesup (pt.),July 01 2018,2586,POINT (-92.0659027 42.4744701)
1959565,Adair,Orient,July 01 2017,374,POINT (-94.4178978 41.2032884)
1950610,Fayette,Maynard,July 01 2019,488,POINT (-91.8774931 42.7739217)
1933060,Dallas,Grimes (pt.),July 01 2023,35,POINT (-93.7945972 41.6775439)
1923115,Delaware,Dyersville (pt.),July 01 2021,303,POINT (-91.1174613 42.4817273)
1971085,Sac,Schaller,July 01 2022,718,POINT (-95.2962713 42.4965314)
1982380,Cherokee,Washta,July 01 2018,228,POINT (-95.7201752 42.5756045)
1965505,Carroll,Ralston (pt.),July 01 2015,73,POINT (-94.6293007 42.0417738)
1945480,Buena Vista,Linn Grove,April 01 2010,154,POINT (-95.242346 42.8928146)
1938640,Hardin,Iowa Falls,July 01 2024,4993,POINT (-93.2661847 42.5190554)
1958530,Osceola,Ocheyedan,April 01 2020,439,POINT (-95.5365264 43.4181152)
1946290,Kossuth,Lone Rock,July 01 2013,144,POINT (-94.3254999 43.2208068)
1961275,Shelby,Panama,July 01 2019,208,POINT (-95.4754762 41.7263507)
1999990,Howard,Balance of Howard County,July 01 2015,3811,
1944400,Plymouth,Le Mars,July 01 2024,10674,POINT (-96.1742476 42.7809352)
1901585,Sioux,Alton,July 01 2012,1247,POINT (-96.0091236 42.9875003)
1977970,Fremont,Thurman,July 01 2015,212,POINT (-95.7488095 40.8202236)
1967035,Winneshiek,Ridgeway,July 01 2014,298,POINT (-91.9926366 43.2988771)
1933060,Dallas,Grimes (pt.),July 01 2022,35,POINT (-93.7945972 41.6775439)
1903385,Muscatine,Atalissa,July 01 2017,308,POINT (-91.1664541 41.5716874)
1955785,Allamakee,New Albin,July 01 2015,500,POINT (-91.2881574 43.4969803)
1915195,Story,Collins,July 01 2017,480,POINT (-93.3082881 41.9019614)
1926940,Calhoun,Farnhamville (pt.),July 01 2016,351,POINT (-94.407793 42.2767837)
1924600,Scott,Eldridge,July 01 2011,5764,POINT (-90.5805427 41.6393994)
1975810,Webster,Stratford (pt.),July 01 2013,29,POINT (-93.9272412 42.2691235)
1932610,Delaware,Greeley,July 01 2016,247,POINT (-91.341545 42.5850578)
1973290,Sioux,Sioux Center,July 01 2019,7605,POINT (-96.1707089 43.0746484)
1918345,Greene,Dana,July 01 2011,71,POINT (-94.238368 42.1070968)
1923430,Delaware,Earlville,July 01 2019,772,POINT (-91.2701068 42.4827545)
1971355,Poweshiek,Searsboro,July 01 2021,129,POINT (-92.7042765 41.5792084)
1962040,Mahaska,Pella (pt.),July 01 2016,2,POINT (-92.9177547 41.4051393)
1957945,Appanoose,Numa,July 01 2015,90,POINT (-92.9799877 40.6854066)
1904780,Chickasaw,Bassett,July 01 2011,67,POINT (-92.5157252 43.0620062)
1964605,Jackson,Preston,July 01 2017,965,POINT (-90.3973609 42.0490456)
1903385,Muscatine,Atalissa,April 01 2020,296,POINT (-91.1664541 41.5716874)
1962130,Dubuque,Peosta,July 01 2014,1561,POINT (-90.8475209 42.447383)
1928920,Boone,Fraser,July 01 2012,98,POINT (-93.9734887 42.1250435)
1915960,Taylor,Conway,July 01 2016,41,POINT (-94.6200534 40.7492479)
1983910,Madison,West Des Moines (pt.),July 01 2014,1,POINT (-93.7802969 41.5527354)
1900955,Marshall,Albion,July 01 2019,490,POINT (-92.9887407 42.1125257)
1946605,Clinton,Lost Nation,July 01 2019,406,POINT (-90.8167168 41.9665989)
1943500,Cherokee,Larrabee,July 01 2019,131,POINT (-95.5447369 42.8615008)
1937335,Lee,Houghton,July 01 2012,144,POINT (-91.6108093 40.7836664)
1924465,Hardin,Eldora,July 01 2019,2612,POINT (-93.1012867 42.3605951)
1907660,Dallas,Bouton,July 01 2013,133,POINT (-94.0105732 41.8511411)
1956370,Taylor,New Market,July 01 2015,412,POINT (-94.9004948 40.7323633)
1980535,Pocahontas,Varina,July 01 2022,70,POINT (-94.8976674 42.6581176)
1905095,Ringgold,Beaconsfield,July 01 2015,14,POINT (-94.0506804 40.8075746)
1915465,Floyd,Colwell,July 01 2016,70,POINT (-92.5910417 43.1577091)
1912630,Dubuque,Centralia,July 01 2019,128,POINT (-90.8365993 42.4724003)
1913350,Greene,Churdan,July 01 2022,359,POINT (-94.4786263 42.1538724)
1955335,Chickasaw,Nashua (pt.),April 01 2020,1551,POINT (-92.5417304 42.950168)
1932025,Clinton,Grand Mound,July 01 2024,608,POINT (-90.6501579 41.8232709)
1950790,Des Moines,Mediapolis,July 01 2021,1673,POINT (-91.1637445 41.0078886)
1958395,Louisa,Oakville,July 01 2016,171,POINT (-91.0436173 41.0981152)
1904960,Guthrie,Bayard,July 01 2021,401,POINT (-94.5577535 41.8519564)
1979500,Pottawattamie,Underwood,July 01 2011,946,POINT (-95.6820111 41.3807698)
1954435,Benton,Mount Auburn,July 01 2013,148,POINT (-92.094317 42.2574343)
1973155,Mills,Silver City,April 01 2020,245,POINT (-95.6378733 41.1113884)
1913845,Clayton,Clayton,July 01 2021,46,POINT (-91.1505737 42.9033147)
1944985,Jefferson,Libertyville,July 01 2019,341,POINT (-92.0501957 40.9582432)
1922305,Wright,Dows (pt.),July 01 2018,439,POINT (-93.5012304 42.6592854)
1955335,Floyd,Nashua (pt.),July 01 2022,2,POINT (-92.5417304 42.950168)
1957675,Polk,Norwalk (pt.),July 01 2014,0,POINT (-93.6922661 41.4914536)
1987285,Guthrie,Yale,July 01 2017,238,POINT (-94.3572116 41.7753718)
1999990,Bremer,Balance of Bremer County,July 01 2019,7388,
1961050,Pocahontas,Palmer,July 01 2017,153,POINT (-94.5984729 42.6298621)
1953670,Tama,Montour,July 01 2023,200,POINT (-92.7149939 41.9802608)
1976935,Mills,Tabor (pt.),July 01 2016,84,POINT (-95.6737118 40.8949387)
1910045,Winneshiek,Calmar,July 01 2013,961,POINT (-91.8677508 43.1805636)
1978330,Kossuth,Titonka,July 01 2014,458,POINT (-94.0413989 43.2371658)
1953850,Monona,Moorhead,July 01 2021,193,POINT (-95.850715 41.9243406)
1908605,Hancock,Britt,July 01 2013,2052,POINT (-93.8031592 43.0974978)
1975675,Story,Story City,July 01 2016,3409,POINT (-93.5865496 42.186602)
1919810,Ringgold,Delphos,July 01 2018,24,POINT (-94.3402745 40.663174)
1917985,Palo Alto,Cylinder,July 01 2023,85,POINT (-94.5511492 43.089664)
1904195,Webster,Badger,July 01 2016,544,POINT (-94.1445463 42.6141459)
1999990,Franklin,Balance of Franklin County,July 01 2023,3275,
1932475,Sioux,Granville,April 01 2020,310,POINT (-95.8748315 42.9852282)
1911035,Mitchell,Carpenter,July 01 2012,108,POINT (-93.0172679 43.414988)
1967440,Washington,Riverside,July 01 2021,1048,POINT (-91.536553 41.4981029)
1978195,Ringgold,Tingley,July 01 2023,142,POINT (-94.195803 40.852747)
1987015,Wright,Woolstock,July 01 2023,140,POINT (-93.8432601 42.5647758)
1949575,Cass,Marne,July 01 2011,118,POINT (-95.1107615 41.4489055)
1933645,Carroll,Halbur,July 01 2013,241,POINT (-94.972048 42.0051243)
1961320,Guthrie,Panora,July 01 2011,1107,POINT (-94.3637004 41.6910202)
1911035,Mitchell,Carpenter,July 01 2016,105,POINT (-93.0172679 43.414988)
1965370,Hardin,Radcliffe,April 01 2020,555,POINT (-93.4343108 42.3177101)
1999990,Franklin,Balance of Franklin County,July 01 2016,3466,
1970140,Clayton,St. Olaf,July 01 2016,102,POINT (-91.3878896 42.9269018)
1987060,Dubuque,Worthington,July 01 2021,382,POINT (-91.1207613 42.398071)
1905770,Cedar,Bennett,July 01 2014,391,POINT (-90.9738424 41.7398285)
1979140,Madison,Truro,July 01 2016,492,POINT (-93.8466721 41.2097694)
1913350,Greene,Churdan,July 01 2013,376,POINT (-94.4786263 42.1538724)
1931350,Mills,Glenwood,July 01 2016,5298,POINT (-95.7407754 41.0445208)
1970095,Warren,St. Marys,July 01 2024,116,POINT (-93.733872 41.3076511)
1933285,Poweshiek,Guernsey,July 01 2023,60,POINT (-92.3430868 41.6491514)
1925725,Dubuque,Epworth,April 01 2020,2023,POINT (-90.9309156 42.4474634)
1972435,Butler,Shell Rock,April 01 2010,1296,POINT (-92.5818767 42.7122338)
1941655,Hancock,Klemme,July 01 2022,434,POINT (-93.6013217 43.0097729)
1984315,Muscatine,West Liberty,July 01 2024,3724,POINT (-91.2621646 41.5725743)
1917670,Hancock,Crystal Lake,July 01 2021,249,POINT (-93.792707 43.2229779)
1968205,Sioux,Rock Valley,July 01 2023,4042,POINT (-96.2915964 43.2044873)
1917175,Pottawattamie,Crescent,April 01 2020,628,POINT (-95.8581593 41.3654889)
1934725,O'Brien,Hartley,April 01 2020,1605,POINT (-95.4767498 43.1790472)
1999990,Sac,Balance of Sac County,July 01 2024,2889,
1947055,Clayton,Luana,April 01 2020,301,POINT (-91.4557178 43.0594516)
1924915,Montgomery,Elliott,July 01 2013,338,POINT (-95.1628646 41.1493673)
1910765,Warren,Carlisle (pt.),July 01 2019,4199,POINT (-93.4877345 41.511846)
1905140,Grundy,Beaman,July 01 2017,187,POINT (-92.822187 42.2202167)
1947505,Benton,Luzerne,July 01 2017,94,POINT (-92.1802573 41.9057019)
1916050,Guthrie,Coon Rapids (pt.),July 01 2019,0,POINT (-94.6784541 41.8747687)
1948675,Ringgold,Maloy,July 01 2013,28,POINT (-94.4119202 40.6731797)
1931665,Clinton,Goose Lake,July 01 2023,251,POINT (-90.3817617 41.9678833)
1940440,Jasper,Kellogg,July 01 2014,595,POINT (-92.9070787 41.7180274)
1901675,Lyon,Alvord,July 01 2012,199,POINT (-96.3025937 43.3417889)
1946605,Clinton,Lost Nation,July 01 2012,438,POINT (-90.8167168 41.9665989)
1999990,Monona,Balance of Monona County,July 01 2012,2940,
1971085,Sac,Schaller,July 01 2013,748,POINT (-95.2962713 42.4965314)
1953625,Jones,Monticello,July 01 2016,112,POINT (-91.1836421 42.2303515)
1927390,Worth,Fertile,July 01 2015,363,POINT (-93.4232008 43.2623108)
1982695,Dallas,Waukee,April 01 2020,23940,POINT (-93.8702236 41.6001509)
1944715,Louisa,Letts,April 01 2020,363,POINT (-91.23563 41.3298031)
1942825,Kossuth,Lakota,July 01 2023,261,POINT (-94.0963165 43.3786517)
1942465,Calhoun,Lake City,April 01 2020,1731,POINT (-94.7310464 42.2676372)
1926265,Audubon,Exira,July 01 2016,787,POINT (-94.8810861 41.5919759)
1939405,Black Hawk,Janesville (pt.),July 01 2015,129,POINT (-92.4629269 42.6458874)
1906625,Van Buren,Birmingham,April 01 2020,367,POINT (-91.9472595 40.8777076)
1905050,Mahaska,Beacon,July 01 2024,434,POINT (-92.681397 41.2746235)
1943050,Jackson,La Motte,July 01 2015,255,POINT (-90.6234291 42.2957342)
1940350,Ringgold,Kellerton,April 01 2020,243,POINT (-94.0502485 40.7102575)
1969240,Polk,Runnells,July 01 2017,522,POINT (-93.3603967 41.5140555)
1974280,Clay,Spencer,July 01 2019,10952,POINT (-95.1533205 43.1468576)
