company,date,sum_sale_dollars,avg_sale_dollars,bottles_sold,num_transactions,num_stores
'DA BOOZE BARN,2022-01,10408.94,119.64298850574713,480,87,1
'DA BOOZE BARN,2022-02,6460.21,129.20420000000001,300,50,1
'DA BOOZE BARN,2022-03,11198.39,128.7171264367816,484,87,1
'DA BOOZE BARN,2022-04,9822.0,129.23684210526315,448,76,1
'DA BOOZE BARN,2022-05,10974.17,120.59527472527472,569,91,1
'DA BOOZE BARN,2022-06,16843.04,125.69432835820896,1994,134,1
'DA BOOZE BARN,2022-07,13795.19,186.4214864864865,831,74,1
'DA BOOZE BARN,2022-08,9940.5,105.75,499,94,1
'DA BOOZE BARN,2022-09,4934.71,93.10773584905661,262,53,1
'DA BOOZE BARN,2022-10,9978.83,118.79559523809523,536,84,1
'DA BOOZE BARN,2022-11,11278.79,137.54621951219514,502,82,1
'DA BOOZE BARN,2022-12,7726.18,107.30805555555555,385,72,1
'DA BOOZE BARN,2023-01,8417.93,101.42084337349398,353,83,1
'DA BOOZE BARN,2023-02,7652.1,98.10384615384616,343,78,1
'DA BOOZE BARN,2023-03,12529.26,130.513125,587,96,1
'DA BOOZE BARN,2023-04,8707.13,117.66391891891891,432,74,1
'DA BOOZE BARN,2023-05,8633.65,115.11533333333333,403,75,1
'DA BOOZE BARN,2023-06,12657.6,125.32277227722773,551,101,1
'DA BOOZE BARN,2023-07,9073.96,126.0272222222222,418,72,1
'DA BOOZE BARN,2023-08,11666.73,108.02527777777777,505,108,1
'DA BOOZE BARN,2023-09,8802.49,101.1780459770115,401,87,1
'DA BOOZE BARN,2023-10,7609.75,107.17957746478874,320,71,1
'DA BOOZE BARN,2023-11,10006.62,108.76760869565219,456,92,1
'DA BOOZE BARN,2023-12,12887.26,123.91596153846154,566,104,1
'DA BOOZE BARN,2024-01,13494.5,117.34347826086956,593,115,1
'DA BOOZE BARN,2024-02,13793.51,143.68239583333335,637,96,1
'DA BOOZE BARN,2024-03,14177.65,150.82606382978722,660,94,1
'DA BOOZE BARN,2024-04,11479.58,155.12945945945947,522,74,1
'DA BOOZE BARN,2024-05,14041.08,130.01,664,108,1
'DA BOOZE BARN,2024-06,7238.41,109.67287878787879,330,66,1
'DA BOOZE BARN,2024-07,10205.67,117.30655172413793,452,87,1
'DA BOOZE BARN,2024-08,8509.95,107.72088607594938,392,79,1
'DA BOOZE BARN,2024-09,8819.34,124.21605633802817,348,71,1
'DA BOOZE BARN,2024-10,6316.59,100.26333333333334,262,63,1
'DA BOOZE BARN,2024-11,5379.54,105.48117647058824,229,51,1
'DA BOOZE BARN,2024-12,10521.17,125.2520238095238,463,84,1
'DA BOOZE BARN,2025-01,5613.99,98.49105263157894,238,57,1
'DA BOOZE BARN,2025-02,6142.34,102.37233333333333,320,60,1
'DA BOOZE BARN,2025-03,1069.22,76.37285714285714,51,14,1
10TH HOLE INN & SUITE,2022-01,1533.98,73.04666666666667,102,21,1
10TH HOLE INN & SUITE,2022-08,2847.1,123.78695652173913,195,23,1
10TH HOLE INN & SUITE,2023-01,3012.05,125.50208333333335,208,24,1
10TH HOLE INN & SUITE,2023-05,1600.97,84.26157894736842,103,19,1
10TH HOLE INN & SUITE,2023-08,1470.32,77.38526315789473,106,19,1
10TH HOLE INN & SUITE,2023-11,1182.89,73.930625,103,16,1
10TH HOLE INN & SUITE,2024-03,1460.1,182.5125,87,8,1
10TH HOLE INN & SUITE,2024-07,1632.26,125.55846153846154,96,13,1
173 CRAFT DISTILLERY,2022-08,5616.0,1872.0,432,3,1
173 CRAFT DISTILLERY,2022-11,1512.0,1512.0,84,1,1
173 CRAFT DISTILLERY,2022-12,252.0,252.0,24,1,1
173 CRAFT DISTILLERY,2023-01,1458.0,729.0,96,2,1
173 CRAFT DISTILLERY,2023-02,2160.0,2160.0,120,1,1
173 CRAFT DISTILLERY,2023-03,252.0,252.0,24,1,1
173 CRAFT DISTILLERY,2023-06,3438.0,1146.0,216,3,1
173 CRAFT DISTILLERY,2023-07,1080.0,1080.0,60,1,1
173 CRAFT DISTILLERY (ET),2023-07,1080.0,1080.0,60,1,1
173 CRAFT DISTILLERY (ET),2023-08,2556.0,1278.0,192,2,1
173 CRAFT DISTILLERY (ET),2023-10,954.0,477.0,72,2,1
173 CRAFT DISTILLERY (ET),2023-11,7915.8,879.5333333333333,420,9,1
173 CRAFT DISTILLERY (ET),2024-01,2495.04,831.68,120,3,1
173 CRAFT DISTILLERY (ET),2024-02,305.88,152.94,24,2,1
173 CRAFT DISTILLERY (ET),2024-04,881.64,293.88,48,3,1
173 CRAFT DISTILLERY (ET),2024-05,4689.84,468.98400000000004,180,10,1
173 CRAFT DISTILLERY (ET),2024-06,3605.16,400.5733333333333,156,9,1
173 CRAFT DISTILLERY (ET),2024-07,4574.04,415.8218181818182,192,11,1
173 CRAFT DISTILLERY (ET),2024-08,3767.04,418.56,156,9,1
173 CRAFT DISTILLERY (ET),2024-09,1484.76,494.92,60,3,1
173 CRAFT DISTILLERY (ET),2024-10,2952.6,369.075,132,8,1
173 CRAFT DISTILLERY (ET),2024-11,1350.96,270.192,60,5,1
173 CRAFT DISTILLERY (ET),2024-12,2632.44,526.488,96,5,1
173 CRAFT DISTILLERY (ET),2025-06,1025.88,256.47,42,4,1
1ST STOP BEVERAGE SHOP,2022-01,42193.090000000004,192.66251141552513,5304,219,1
1ST STOP BEVERAGE SHOP,2022-02,47734.88,202.2664406779661,4851,236,1
1ST STOP BEVERAGE SHOP,2022-03,35188.92,174.20257425742574,4351,202,1
1ST STOP BEVERAGE SHOP,2022-04,67144.85,185.48301104972379,7781,362,1
1ST STOP BEVERAGE SHOP,2022-05,53054.66,207.244765625,5546,256,1
1ST STOP BEVERAGE SHOP,2022-06,53027.42,209.59454545454545,6164,253,1
1ST STOP BEVERAGE SHOP,2022-07,69071.71,190.80582872928179,7560,362,1
1ST STOP BEVERAGE SHOP,2022-08,65722.91,207.32779179810726,6562,317,1
1ST STOP BEVERAGE SHOP,2022-09,53449.55,163.95567484662578,7348,326,1
1ST STOP BEVERAGE SHOP,2022-10,44117.17,174.37616600790514,6321,253,1
1ST STOP BEVERAGE SHOP,2022-11,45343.25,177.1220703125,6476,256,1
1ST STOP BEVERAGE SHOP,2022-12,63744.64,204.3097435897436,7316,312,1
1ST STOP BEVERAGE SHOP,2023-01,48791.04,177.42196363636364,6365,275,1
1ST STOP BEVERAGE SHOP,2023-02,43027.74,183.0967659574468,6068,235,1
1ST STOP BEVERAGE SHOP,2023-03,46066.93,171.89152985074628,6866,268,1
1ST STOP BEVERAGE SHOP,2023-04,53173.61,236.32715555555555,6981,225,1
1ST STOP BEVERAGE SHOP,2023-05,56466.83,216.34800766283524,6719,261,1
1ST STOP BEVERAGE SHOP,2023-06,53622.93,188.15063157894738,7868,285,1
1ST STOP BEVERAGE SHOP,2023-07,54033.98,199.38738007380076,6169,271,1
1ST STOP BEVERAGE SHOP,2023-08,41986.51,169.98587044534415,5501,247,1
1ST STOP BEVERAGE SHOP,2023-09,51965.229999999996,166.02309904153353,7005,313,1
1ST STOP BEVERAGE SHOP,2023-10,66233.46,222.25993288590607,7027,298,1
1ST STOP BEVERAGE SHOP,2023-11,98201.72,383.60046875,9376,256,1
1ST STOP BEVERAGE SHOP,2023-12,106191.21,290.1399180327869,8617,366,1
1ST STOP BEVERAGE SHOP,2024-01,28158.75,139.39975247524754,3714,202,1
1ST STOP BEVERAGE SHOP,2024-02,43488.52,184.27338983050845,4430,236,1
1ST STOP BEVERAGE SHOP,2024-03,58426.16,202.16664359861593,5877,289,1
1ST STOP BEVERAGE SHOP,2024-04,52000.5,223.17811158798284,4951,233,1
1ST STOP BEVERAGE SHOP,2024-05,40819.03,186.38826484018264,4617,219,1
1ST STOP BEVERAGE SHOP,2024-06,64706.99,198.48769938650307,6865,326,1
1ST STOP BEVERAGE SHOP,2024-07,45029.95,193.2615879828326,4510,233,1
1ST STOP BEVERAGE SHOP,2024-08,49705.91,198.03151394422312,4867,251,1
1ST STOP BEVERAGE SHOP,2024-09,57050.56,236.7243153526971,5300,241,1
1ST STOP BEVERAGE SHOP,2024-10,44607.57,183.57024691358023,4767,243,1
1ST STOP BEVERAGE SHOP,2024-11,51346.87,206.21232931726908,4424,249,1
1ST STOP BEVERAGE SHOP,2024-12,67090.13,239.60760714285715,6932,280,1
1ST STOP BEVERAGE SHOP,2025-01,36924.45,168.60479452054793,3951,219,1
1ST STOP BEVERAGE SHOP,2025-02,48464.21,225.41493023255813,4511,215,1
1ST STOP BEVERAGE SHOP,2025-03,59673.51,194.37625407166124,5879,307,1
1ST STOP BEVERAGE SHOP,2025-04,52895.1,243.75622119815668,5039,217,1
1ST STOP BEVERAGE SHOP,2025-05,32707.43,168.595,3715,194,1
1ST STOP BEVERAGE SHOP,2025-06,56670.83,190.81087542087542,6173,297,1
1ST STOP BEVERAGE SHOP,2025-07,39400.78,167.66289361702127,4291,235,1
1ST STOP BEVERAGE SHOP,2025-08,53120.23,191.079964028777,6270,278,1
1ST STOP BEVERAGE SHOP,2025-09,42697.25,201.40212264150944,4002,212,1
218 FUEL EXPRESS,2022-01,27135.54,215.36142857142858,1494,126,1
218 FUEL EXPRESS,2022-02,25262.620000000003,287.0752272727273,1578,88,1
218 FUEL EXPRESS,2022-03,14835.72,166.69348314606742,916,89,1
218 FUEL EXPRESS,2022-04,19487.98,180.44425925925927,1071,108,1
218 FUEL EXPRESS,2022-05,21081.2,157.3223880597015,1516,134,1
218 FUEL EXPRESS,2022-06,17314.5,203.7,1123,85,1
218 FUEL EXPRESS,2022-07,24645.27,205.37725,1544,120,1
218 FUEL EXPRESS,2022-08,25237.44,195.63906976744184,1499,129,1
218 FUEL EXPRESS,2022-09,24452.74,244.52740000000003,1537,100,1
218 FUEL EXPRESS,2022-10,19732.02,145.08838235294118,1291,136,1
218 FUEL EXPRESS,2022-11,15616.45,145.9481308411215,997,107,1
218 FUEL EXPRESS,2022-12,18535.86,205.954,1070,90,1
218 FUEL EXPRESS,2023-01,28515.239999999998,195.30986301369862,1600,146,1
218 FUEL EXPRESS,2023-02,16712.52,189.915,999,88,1
218 FUEL EXPRESS,2023-03,16482.27,158.48336538461538,969,104,1
218 FUEL EXPRESS,2023-04,25579.41,275.0474193548387,1300,93,1
218 FUEL EXPRESS,2023-05,40864.32,260.28229299363056,2438,157,1
218 FUEL EXPRESS,2023-06,17575.55,174.01534653465345,1054,101,1
218 FUEL EXPRESS,2023-07,25980.18,160.37148148148148,1449,162,1
218 FUEL EXPRESS,2023-08,22616.54,213.3635849056604,1314,106,1
218 FUEL EXPRESS,2023-09,21726.27,175.21185483870968,1168,124,1
218 FUEL EXPRESS,2023-10,30866.77,211.41623287671234,1640,146,1
218 FUEL EXPRESS,2023-11,25517.47,199.355234375,1397,128,1
218 FUEL EXPRESS,2023-12,12155.470000000001,162.07293333333334,748,75,1
218 FUEL EXPRESS,2024-01,29499.48,178.78472727272728,1686,165,1
218 FUEL EXPRESS,2024-02,23490.04,194.13256198347108,1369,121,1
218 FUEL EXPRESS,2024-03,16033.67,184.29505747126436,874,87,1
218 FUEL EXPRESS,2024-04,21681.12,141.70666666666665,1322,153,1
218 FUEL EXPRESS,2024-05,20418.78,145.84842857142857,1183,140,1
218 FUEL EXPRESS,2024-06,19165.79,148.57201550387597,1202,129,1
218 FUEL EXPRESS,2024-07,30169.19,151.60396984924623,1743,199,1
218 FUEL EXPRESS,2024-08,21329.31,165.34348837209302,1190,129,1
218 FUEL EXPRESS,2024-09,24258.14,141.0356976744186,1437,172,1
218 FUEL EXPRESS,2024-10,19049.6,173.1781818181818,1111,110,1
218 FUEL EXPRESS,2024-11,22093.52,167.37515151515152,1129,132,1
218 FUEL EXPRESS,2024-12,25095.04,159.84101910828025,1466,157,1
218 FUEL EXPRESS,2025-01,22039.77,179.18512195121951,1231,123,1
218 FUEL EXPRESS,2025-02,22236.97,188.44889830508475,1206,118,1
218 FUEL EXPRESS,2025-03,21479.08,195.26436363636364,1182,110,1
218 FUEL EXPRESS,2025-04,21843.32,161.80237037037037,1268,135,1
218 FUEL EXPRESS,2025-05,18090.12,157.3053913043478,1071,115,1
218 FUEL EXPRESS,2025-06,24960.48,173.33666666666667,1435,144,1
218 FUEL EXPRESS,2025-07,14016.96,162.98790697674417,757,86,1
218 FUEL EXPRESS,2025-08,11265.79,154.32589041095892,658,73,1
218 FUEL EXPRESS,2025-09,20185.71,180.22955357142857,1094,112,1
380BP,2022-01,4398.46,44.42888888888889,482,99,1
380BP,2022-02,2421.84,53.81866666666667,281,45,1
380BP,2022-03,6922.15,56.738934426229505,722,122,1
380BP,2022-04,4138.33,59.119,415,70,1
380BP,2022-05,9020.47,49.836850828729276,886,181,1
380BP,2022-06,4053.34,47.13186046511628,441,86,1
380BP,2022-07,5220.74,56.136989247311824,445,93,1
380BP,2022-08,7858.18,44.39649717514124,789,177,1
380BP,2022-09,6536.67,49.89824427480916,483,131,1
380BP,2022-10,6075.9,50.21404958677686,536,121,1
380BP,2022-11,9456.51,51.95884615384615,877,182,1
380BP,2022-12,11276.08,70.91874213836478,930,159,1
380BP,2023-01,1208.81,48.352399999999996,124,25,1
380BP,2023-02,5488.92,52.27542857142857,623,105,1
380BP,2023-03,5510.39,44.799918699186996,499,123,1
380BP,2023-04,5539.32,45.03512195121951,543,123,1
380BP,2023-05,9019.14,55.6737037037037,902,162,1
380BP,2023-06,6985.8,67.17115384615384,678,104,1
380BP,2023-07,4867.97,64.90626666666667,416,75,1
380BP,2023-08,7360.04,51.46881118881119,695,143,1
380BP,2023-09,6240.59,51.15237704918033,552,122,1
380BP,2023-10,8571.22,59.93860139860139,835,143,1
380BP,2023-11,8364.44,66.38444444444445,752,126,1
380BP,2023-12,11256.17,85.92496183206107,881,131,1
380BP,2024-01,3074.94,73.21285714285715,191,42,1
380BP,2024-02,3257.7400000000002,79.45707317073172,207,41,1
380BP,2024-03,6031.16,66.27648351648351,529,91,1
380BP,2024-04,6855.45,81.6125,536,84,1
380BP,2024-05,7056.46,66.57037735849056,707,106,1
380BP,2024-06,5212.27,67.69181818181819,438,77,1
380BP,2024-07,7750.53,66.24384615384615,774,117,1
380BP,2024-08,5920.61,73.09395061728395,531,81,1
380BP,2024-09,11761.35,127.84076086956522,957,92,1
380BP,2024-10,7927.3099999999995,144.1329090909091,651,55,1
380BP,2024-11,4913.63,140.38942857142857,300,35,1
380BP,2024-12,12766.84,140.29494505494506,1065,91,1
380BP,2025-01,2113.52,124.32470588235294,94,17,1
380BP,2025-02,3052.59,101.753,235,30,1
380BP,2025-03,5602.78,90.3674193548387,398,62,1
380BP,2025-04,5693.11,99.87912280701754,497,57,1
380BP,2025-05,5686.24,94.77066666666666,500,60,1
380BP,2025-06,7333.68,81.48533333333333,597,90,1
380BP,2025-07,5679.05,78.87569444444445,429,72,1
380BP,2025-08,5154.9800000000005,80.54656250000001,500,64,1
380BP,2025-09,6795.07,70.05226804123711,623,97,1
4 WAY STOP SHOP,2023-06,1002.1700000000001,52.74578947368421,63,19,1
4 WAY STOP SHOP,2023-07,1041.3899999999999,173.56499999999997,80,6,1
4 WAY STOP SHOP,2023-08,1007.4,125.925,63,8,1
4 WAY STOP SHOP,2023-11,992.66,110.29555555555555,49,9,1
4 WAY STOP SHOP,2023-12,1071.6100000000001,97.41909090909093,143,11,1
4 WAY STOP SHOP,2024-01,1005.36,125.67,229,8,1
4 WAY STOP SHOP,2024-03,1024.54,204.908,366,5,1
4 WAY STOP SHOP,2024-04,1257.34,96.71846153846153,460,13,1
4 WAY STOP SHOP,2024-05,1320.37,132.03699999999998,281,10,1
4 WAY STOP SHOP,2024-06,1224.44,87.46000000000001,327,14,1
4 WAY STOP SHOP,2024-07,1281.66,116.51454545454546,284,11,1
4 WAY STOP SHOP,2024-08,1250.9,73.58235294117648,253,17,1
4 WAY STOP SHOP,2024-09,1064.16,212.83200000000002,425,5,1
4 WAY STOP SHOP,2024-10,1047.99,149.71285714285713,452,7,1
4 WAY STOP SHOP,2024-11,1210.28,110.02545454545454,472,11,1
4 WAY STOP SHOP,2024-12,1675.6100000000001,239.37285714285716,663,7,1
4 WAY STOP SHOP,2025-01,1035.54,103.554,458,10,1
4 WAY STOP SHOP,2025-02,1611.8400000000001,322.36800000000005,568,5,1
4 WAY STOP SHOP,2025-03,1344.79,112.06583333333333,563,12,1
4 WAY STOP SHOP,2025-04,1241.9,124.19000000000001,511,10,1
4 WAY STOP SHOP,2025-05,1271.59,115.5990909090909,558,11,1
4 WAY STOP SHOP,2025-06,2067.8,129.2375,449,16,1
4 WAY STOP SHOP,2025-07,1431.16,143.116,437,10,1
4 WAY STOP SHOP,2025-08,1329.75,83.109375,432,16,1
4 WAY STOP SHOP,2025-09,1279.77,159.97125,528,8,1
6 CORNERS GAS & GRUB,2022-01,1059.35,44.13958333333333,132,24,1
6 CORNERS GAS & GRUB,2022-03,1527.21,44.91794117647059,155,34,1
6 CORNERS GAS & GRUB,2022-04,1003.77,71.69785714285715,67,14,1
6 CORNERS GAS & GRUB,2022-05,1000.01,43.47869565217391,132,23,1
6 CORNERS GAS & GRUB,2022-06,1333.78,57.990434782608695,159,23,1
6 CORNERS GAS & GRUB,2022-07,1263.21,57.41863636363637,108,22,1
6 CORNERS GAS & GRUB,2022-09,1274.89,55.43000000000001,120,23,1
6 CORNERS GAS & GRUB,2022-10,1473.19,50.79965517241379,135,29,1
6 CORNERS GAS & GRUB,2022-11,2152.04,43.919183673469384,207,49,1
6 CORNERS GAS & GRUB,2022-12,1228.25,40.94166666666667,200,30,1
6 CORNERS GAS & GRUB,2023-01,1006.51,52.97421052631579,93,19,1
6 CORNERS GAS & GRUB,2023-02,1071.99,51.04714285714286,124,21,1
6 CORNERS GAS & GRUB,2023-04,1450.29,58.0116,126,25,1
6 CORNERS GAS & GRUB,2023-05,1379.07,43.0959375,165,32,1
6 CORNERS GAS & GRUB,2023-06,1007.05,53.002631578947366,102,19,1
6 CORNERS GAS & GRUB,2023-07,1285.29,42.842999999999996,159,30,1
6 CORNERS GAS & GRUB,2023-08,1165.05,55.47857142857143,121,21,1
6 CORNERS GAS & GRUB,2023-09,1022.6600000000001,48.69809523809524,135,21,1
6 CORNERS GAS & GRUB,2023-10,558.6,46.550000000000004,73,12,1
6 CORNERS GAS & GRUB,2023-11,1087.42,41.823846153846155,121,26,1
6 CORNERS GAS & GRUB,2023-12,1259.43,54.75782608695653,147,23,1
6 CORNERS GAS & GRUB,2024-01,2077.15,47.20795454545455,267,44,1
6 CORNERS GAS & GRUB,2024-02,1099.84,52.37333333333333,115,21,1
6 CORNERS GAS & GRUB,2024-03,1850.54,108.85529411764706,171,17,1
6 CORNERS GAS & GRUB,2024-04,2200.69,64.72617647058824,214,34,1
6 CORNERS GAS & GRUB,2024-05,1064.73,46.29260869565218,123,23,1
6 CORNERS GAS & GRUB,2024-06,1130.53,47.10541666666666,95,24,1
6 CORNERS GAS & GRUB,2024-07,2214.32,46.13166666666667,249,48,1
6 CORNERS GAS & GRUB,2024-08,1136.01,51.63681818181818,112,22,1
6 CORNERS GAS & GRUB,2024-09,1151.84,57.592,87,20,1
6 CORNERS GAS & GRUB,2024-10,2371.64,60.81128205128205,259,39,1
6 CORNERS GAS & GRUB,2024-11,1252.5,65.92105263157895,125,19,1
6 CORNERS GAS & GRUB,2024-12,1242.58,51.774166666666666,112,24,1
6 CORNERS GAS & GRUB,2025-01,1257.81,50.3124,129,25,1
6 CORNERS GAS & GRUB,2025-02,1151.49,50.06478260869565,121,23,1
6 CORNERS GAS & GRUB,2025-03,1195.39,70.31705882352942,84,17,1
6 CORNERS GAS & GRUB,2025-04,1181.89,40.7548275862069,124,29,1
6 CORNERS GAS & GRUB,2025-05,1475.78,50.88896551724138,126,29,1
6 CORNERS GAS & GRUB,2025-06,1415.37,52.42111111111111,125,27,1
6 CORNERS GAS & GRUB,2025-07,1740.9099999999999,69.6364,132,25,1
6 CORNERS GAS & GRUB,2025-08,1165.9,38.86333333333334,155,30,1
6 CORNERS GAS & GRUB,2025-09,1072.23,44.67625,95,24,1
7 DAYS MART,2023-06,3513.47,87.83675,713,40,1
7 DAYS MART,2023-07,1029.36,85.77999999999999,168,12,1
7 DAYS MART,2023-08,2636.04,219.67,290,12,1
7 DAYS MART,2023-10,1022.88,102.288,160,10,1
7 DAYS MART,2023-11,1182.24,118.224,233,10,1
7 DAYS MART,2023-12,1170.84,130.09333333333333,82,9,1
7 DAYS MART,2024-01,1468.56,146.856,104,10,1
7 DAYS MART,2024-02,1163.28,129.25333333333333,174,9,1
7 DAYS MART,2024-03,1367.9,170.9875,80,8,1
7 DAYS MART,2024-04,1401.48,140.148,257,10,1
7 DAYS MART,2024-05,1019.82,84.985,149,12,1
7 DAYS MART,2024-06,2498.49,118.97571428571428,316,21,1
7 DAYS MART,2024-07,3406.86,200.4035294117647,164,17,1
7 DAYS MART,2024-08,1217.64,173.94857142857146,164,7,1
7 DAYS MART,2024-09,1306.26,108.855,169,12,1
7 DAYS MART,2024-10,2892.39,222.49153846153845,307,13,1
7 DAYS MART,2024-11,2486.94,130.89157894736843,439,19,1
7 DAYS MART,2024-12,2857.92,178.62,320,16,1
7 DAYS MART,2025-01,3871.98,154.8792,498,25,1
7 DAYS MART,2025-02,3922.74,145.28666666666666,598,27,1
7 DAYS MART,2025-03,2611.3199999999997,174.088,422,15,1
7 DAYS MART,2025-04,2978.64,135.39272727272726,408,22,1
7 DAYS MART,2025-05,1381.37,230.22833333333332,97,6,1
7 DAYS MART,2025-06,3407.94,170.397,360,20,1
7 DAYS MART,2025-07,3498.96,166.61714285714285,559,21,1
7 DAYS MART,2025-08,1364.58,124.05272727272727,450,11,1
7 RAYOS LIQUOR STORE,2022-01,43110.2,203.35,2359,212,1
7 RAYOS LIQUOR STORE,2022-02,55894.84,219.19545098039214,2846,255,1
7 RAYOS LIQUOR STORE,2022-03,41723.909999999996,209.66788944723615,2040,199,1
7 RAYOS LIQUOR STORE,2022-04,62752.63,229.86311355311355,3288,273,1
7 RAYOS LIQUOR STORE,2022-05,64669.85,214.85,3260,301,1
7 RAYOS LIQUOR STORE,2022-06,65882.95,209.1522222222222,3471,315,1
7 RAYOS LIQUOR STORE,2022-07,51760.23,205.3977380952381,2772,252,1
7 RAYOS LIQUOR STORE,2022-08,65489.26,219.76261744966445,3150,298,1
7 RAYOS LIQUOR STORE,2022-09,52824.93,209.6227380952381,2821,252,1
7 RAYOS LIQUOR STORE,2022-10,61633.7,206.13277591973244,3179,299,1
7 RAYOS LIQUOR STORE,2022-11,68510.54,216.12157728706623,3459,317,1
7 RAYOS LIQUOR STORE,2022-12,50829.47,216.2956170212766,2457,235,1
7 RAYOS LIQUOR STORE,2023-01,56427.42,200.80932384341637,2759,281,1
7 RAYOS LIQUOR STORE,2023-02,50508.9,207.00368852459016,2697,244,1
7 RAYOS LIQUOR STORE,2023-03,53074.91,218.41526748971194,2788,243,1
7 RAYOS LIQUOR STORE,2023-04,47831.96,225.62245283018868,2457,212,1
7 RAYOS LIQUOR STORE,2023-05,60248.49,213.64712765957447,3122,282,1
7 RAYOS LIQUOR STORE,2023-06,62931.95,234.82070895522386,3009,268,1
7 RAYOS LIQUOR STORE,2023-07,54423.89,262.91734299516907,2510,207,1
7 RAYOS LIQUOR STORE,2023-08,58843.11,213.97494545454546,2726,275,1
7 RAYOS LIQUOR STORE,2023-09,51601.65,219.58148936170213,2325,235,1
7 RAYOS LIQUOR STORE,2023-10,68242.25,236.95225694444446,3029,288,1
7 RAYOS LIQUOR STORE,2023-11,55805.66,255.98926605504587,2615,218,1
7 RAYOS LIQUOR STORE,2023-12,49896.4,218.8438596491228,2255,228,1
7 RAYOS LIQUOR STORE,2024-01,50200.26,200.80104,2388,250,1
7 RAYOS LIQUOR STORE,2024-02,44492.5,205.9837962962963,2230,216,1
7 RAYOS LIQUOR STORE,2024-03,49600.51,217.54609649122807,2419,228,1
7 RAYOS LIQUOR STORE,2024-04,53647.77,204.7624809160305,2770,262,1
7 RAYOS LIQUOR STORE,2024-05,41561.71,207.80855,2013,200,1
7 RAYOS LIQUOR STORE,2024-06,53673.94,207.23528957528958,2710,259,1
7 RAYOS LIQUOR STORE,2024-07,35568.659999999996,223.70226415094336,1648,159,1
7 RAYOS LIQUOR STORE,2024-08,34206.51,223.57196078431375,1583,153,1
7 RAYOS LIQUOR STORE,2024-09,45980.27,201.66785087719296,2392,228,1
7 RAYOS LIQUOR STORE,2024-10,42325.21,210.573184079602,2018,201,1
7 RAYOS LIQUOR STORE,2024-11,38493.86,190.56366336633664,1854,202,1
7 RAYOS LIQUOR STORE,2024-12,49131.27,202.1862962962963,2372,243,1
7 RAYOS LIQUOR STORE,2025-01,31655.59,202.92044871794872,1702,156,1
7 RAYOS LIQUOR STORE,2025-02,31753.18,220.50819444444446,1857,144,1
7 RAYOS LIQUOR STORE,2025-03,36267.54,203.75022471910114,2099,178,1
7 RAYOS LIQUOR STORE,2025-04,47970.06,209.4762445414847,2777,229,1
7 RAYOS LIQUOR STORE,2025-05,33713.52,208.10814814814813,2109,162,1
7 RAYOS LIQUOR STORE,2025-06,34277.31,200.45210526315788,1928,171,1
7 RAYOS LIQUOR STORE,2025-07,42543.12,203.5555980861244,2356,209,1
7 RAYOS LIQUOR STORE,2025-08,41031.14,207.2279797979798,2102,198,1
7 RAYOS LIQUOR STORE,2025-09,45800.87,186.94232653061226,2790,245,1
7 STAR LIQUOR & TOBACCO,2025-08,8068.58,83.18123711340206,685,97,1
7 STAR LIQUOR & TOBACCO,2025-09,4568.6,81.58214285714287,478,56,1
7STAR LIQUOR & TOBACCO OUTLET,2022-01,14048.62,141.90525252525254,1535,99,1
7STAR LIQUOR & TOBACCO OUTLET,2022-02,14069.01,187.5868,1276,75,1
7STAR LIQUOR & TOBACCO OUTLET,2022-03,6505.63,120.47462962962963,669,54,1
7STAR LIQUOR & TOBACCO OUTLET,2022-04,11613.84,147.0106329113924,1330,79,1
7STAR LIQUOR & TOBACCO OUTLET,2022-05,18186.36,173.2034285714286,2032,105,1
7STAR LIQUOR & TOBACCO OUTLET,2022-06,10700.75,175.422131147541,1209,61,1
7STAR LIQUOR & TOBACCO OUTLET,2022-07,7854.63,130.9105,907,60,1
7STAR LIQUOR & TOBACCO OUTLET,2022-08,14475.75,135.2873831775701,1398,107,1
7STAR LIQUOR & TOBACCO OUTLET,2022-09,13391.73,132.59138613861387,1329,101,1
7STAR LIQUOR & TOBACCO OUTLET,2022-10,9852.6,115.9129411764706,1299,85,1
7STAR LIQUOR & TOBACCO OUTLET,2022-11,5780.97,137.64214285714286,784,42,1
7STAR LIQUOR & TOBACCO OUTLET,2022-12,6516.82,135.76708333333332,640,48,1
7STAR LIQUOR & TOBACCO OUTLET,2023-01,4141.07,142.7955172413793,452,29,1
7STAR LIQUOR & TOBACCO OUTLET,2023-02,7989.54,95.11357142857143,981,84,1
7STAR LIQUOR & TOBACCO OUTLET,2023-03,26635.5,100.13345864661655,2051,266,1
7STAR LIQUOR & TOBACCO OUTLET,2023-04,23960.03,140.94135294117646,1941,170,1
7STAR LIQUOR & TOBACCO OUTLET,2023-05,22483.65,137.93650306748467,1933,163,1
7STAR LIQUOR & TOBACCO OUTLET,2023-06,13156.88,152.98697674418602,965,86,1
7STAR LIQUOR & TOBACCO OUTLET,2023-07,22239.35,188.46906779661015,1583,118,1
7STAR LIQUOR & TOBACCO OUTLET,2023-08,17391.66,228.83763157894737,1408,76,1
7STAR LIQUOR & TOBACCO OUTLET,2023-09,17109.69,244.42414285714284,1552,70,1
7STAR LIQUOR & TOBACCO OUTLET,2023-10,13853.4,153.92666666666668,1165,90,1
7STAR LIQUOR & TOBACCO OUTLET,2023-11,10373.39,154.82671641791043,1176,67,1
